OGF_ID,MUNICIPAL_TYPE,MUNICIPAL_TYPE_FR,MUNICIPAL_NAME,MUNICIPAL_NAME_FR,MUNID,MAH_CODE,MUNICIPAL_AREA_EXTENT_TYPE,MUNICIPAL_AREA_EXTENT_TYPE_FR,ASSESSMENT_CODE,MUNICIPAL_NAME_PREFIX,MUNICIPAL_NAME_PREFIX_FR,MUNICIPAL_NAME_SHORTFORM,MUNICIPAL_NAME_SHORTFORM_FR,UPPER_TIER_ASSESSMENT_CODE,UPPER_TIER_MUNICIPALITY,UPPER_TIER_MUNICIPALITY_FR,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
319585861,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF THE NORTH SHORE,CANTON DE THE NORTH SHORE,57040,80616,Water,Eau,5740,TOWNSHIP OF,CANTON DE,THE NORTH SHORE,THE NORTH SHORE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5457,0,0
319586259,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF AMHERSTBURG,VILLE D'AMHERSTBURG,37025,45409,Water,Eau,3729,TOWN OF,VILLE DE,AMHERSTBURG,AMHERSTBURG,,COUNTY OF ESSEX,COMTÉ D'ESSEX,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5473,0,0
319586048,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF WASAGA BEACH,VILLE DE WASAGA BEACH,43064,70408,Mainland,Terre ferme,4364,TOWN OF,VILLE DE,WASAGA BEACH,WASAGA BEACH,,COUNTY OF SIMCOE,COMTÉ DE SIMCOE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5489,0,0
319586014,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF ADELAIDE-METCALFE,CANTON D'ADELAIDE-METCALFE,39010,59618,Mainland,Terre ferme,3946,TOWNSHIP OF,CANTON DE,ADELAIDE-METCALFE,ADELAIDE-METCALFE,,COUNTY OF MIDDLESEX,COMTÉ DE MIDDLESEX,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5505,0,0
319586241,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF PLUMMER ADDITIONAL,CANTON DE PLUMMER ADDITIONAL,57019,80609,Water,Eau,5719,TOWNSHIP OF,CANTON DE,PLUMMER ADDITIONAL,PLUMMER ADDITIONAL,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5521,0,0
319585996,Single Tier Municipality,Municipalités à palier unique,"TOWNSHIP OF MACDONALD, MEREDITH AND ABERDEEN ADDITIONAL","CANTON DE MACDONALD, MEREDITH AND ABERDEEN ADDITIONAL",57051,80607,Islands,Îles,5751,TOWNSHIP OF,CANTON DE,"MACDONALD, MEREDITH AND ABERDEEN ADDITIONAL","MACDONALD, MEREDITH AND ABERDEEN ADDITIONAL",,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5537,0,0
319586154,Single Tier Municipality,Municipalités à palier unique,HALDIMAND COUNTY,HALDIMAND COUNTY,28005,12102,Water,Eau,2810,,,HALDIMAND COUNTY,HALDIMAND COUNTY,,,,2024/02/15 10:45:59+00,2024/02/15 19:24:59+00,5553,0,0
319585854,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF INGERSOLL,VILLE D'INGERSOLL,32018,37401,Mainland,Terre ferme,3218,TOWN OF,VILLE DE,INGERSOLL,INGERSOLL,,COUNTY OF OXFORD,COMTÉ D'OXFORD,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5569,0,0
319585727,Lower Tier Municipality,Municipalités de palier inférieur,CITY OF PICKERING,CITÉ DE PICKERING,18001,10102,Water,Eau,1801,CITY OF,CITÉ DE,PICKERING,PICKERING,,REGIONAL MUNICIPALITY OF DURHAM,REGIONAL MUNICIPALITÉ DE DURHAM,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5585,0,0
319586242,Lower Tier Municipality,Municipalités de palier inférieur,CITY OF ST. CATHARINES,CITÉ DE ST. CATHARINES,26053,18103,Mainland,Terre ferme,2629,CITY OF,CITÉ DE,ST. CATHARINES,ST. CATHARINES,,REGIONAL MUNICIPALITY OF NIAGARA,MUNICIPALITÉ RÉGIONALE DE NIAGARA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5601,0,0
319586126,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF NIAGARA-ON-THE-LAKE,VILLE DE NIAGARA-ON-THE-LAKE,26047,18404,Mainland,Terre ferme,2627,TOWN OF,VILLE DE,NIAGARA-ON-THE-LAKE,NIAGARA-ON-THE-LAKE,,REGIONAL MUNICIPALITY OF NIAGARA,MUNICIPALITÉ RÉGIONALE DE NIAGARA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5617,0,0
319585953,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF LINCOLN,VILLE DE LINCOLN,26057,18403,Water,Eau,2622,TOWN OF,VILLE DE,LINCOLN,LINCOLN,,REGIONAL MUNICIPALITY OF NIAGARA,MUNICIPALITÉ RÉGIONALE DE NIAGARA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5633,0,0
319586263,Single Tier Municipality,Municipalités à palier unique,MUNICIPALITY OF SHUNIAH,MUNICIPALITÉ DE SHUNIAH,58028,89612,Water,Eau,5828,MUNICIPALITY OF,MUNICIPALITÉ DE,SHUNIAH,SHUNIAH,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5649,0,0
319586004,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF LAKESHORE,MUNICIPALITÉ DE LAKESHORE,37049,45412,Water,Eau,3751,MUNICIPALITY OF,MUNICIPALITÉ DE,LAKESHORE,LAKESHORE,,COUNTY OF ESSEX,COMTÉ D'ESSEX,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5665,0,0
319585852,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF SOUTH HURON,MUNICIPALITÉ DE SOUTH HURON,40003,52407,Mainland,Terre ferme,4010,MUNICIPALITY OF,MUNICIPALITÉ DE,SOUTH HURON,SOUTH HURON,,COUNTY OF HURON,COMTÉ DE HURON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5681,0,0
319585951,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF EAST GARAFRAXA,CANTON D'EAST GARAFRAXA,22001,43602,Mainland,Terre ferme,2201,TOWNSHIP OF,CANTON DE,EAST GARAFRAXA,EAST GARAFRAXA,,COUNTY OF DUFFERIN,COMTÉ DE DUFFERIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5697,0,0
319586214,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF TERRACE BAY,CANTON DE TERRACE BAY,58054,89613,Water,Eau,5854,TOWNSHIP OF,CANTON DE,TERRACE BAY,TERRACE BAY,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5713,0,0
319585798,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF GEORGIAN BAY,CANTON DE GEORGIAN BAY,44065,33601,Water,Eau,4465,TOWNSHIP OF,CANTON DE,GEORGIAN BAY,GEORGIAN BAY,,DISTRICT MUNICIPALITY OF MUSKOKA,DISTRICT MUNICIPALITÉ DE MUSKOKA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5729,0,0
319585786,Single Tier Municipality,Municipalités à palier unique,CITY OF HAMILTON,CITÉ DE HAMILTON,25005,16103,Water,Eau,2518,CITY OF,CITÉ DE,HAMILTON,HAMILTON,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5745,0,0
319586182,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF KINCARDINE,MUNICIPALITÉ DE KINCARDINE,41020,41625,Mainland,Terre ferme,4108,MUNICIPALITY OF,MUNICIPALITÉ DE,KINCARDINE,KINCARDINE,,COUNTY OF BRUCE,COMTÉ DE BRUCE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5761,0,0
319585977,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF ALFRED AND PLANTAGENET,CANTON D'ALFRED AND PLANTAGENET,2030,67612,Mainland,Terre ferme,231,TOWNSHIP OF,CANTON DE,ALFRED AND PLANTAGENET,ALFRED AND PLANTAGENET,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,COMTÉS UNIS DE PRESCOTT AND RUSSELL,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5777,0,0
319586205,Single Tier Municipality,Municipalités à palier unique,MUNICIPALITY OF GREENSTONE,MUNICIPALITÉ DE GREENSTONE,58058,89404,Mainland,Terre ferme,5876,MUNICIPALITY OF,MUNICIPALITÉ DE,GREENSTONE,GREENSTONE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5793,0,0
319585617,Single Tier Municipality,Municipalités à palier unique,CITY OF TORONTO,CITÉ DE TORONTO,20002,1106,Mainland,Terre ferme,1999,CITY OF,CITÉ DE,TORONTO,TORONTO,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5809,0,0
319585749,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF PERTH,VILLE DE PERTH,9021,55403,Mainland,Terre ferme,921,TOWN OF,VILLE DE,PERTH,PERTH,,COUNTY OF LANARK,COMTÉ DE LANARK,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5825,0,0
319586300,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF TAY,CANTON DE TAY,43070,70625,Islands,Îles,4353,TOWNSHIP OF,CANTON DE,TAY,TAY,,COUNTY OF SIMCOE,COMTÉ DE SIMCOE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5841,0,0
319585700,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF INNISFIL,VILLE D'INNISFIL,43017,70409,Mainland,Terre ferme,4316,TOWN OF,VILLE DE,INNISFIL,INNISFIL,,COUNTY OF SIMCOE,COMTÉ DE SIMCOE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5857,0,0
319586185,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF NORTH FRONTENAC,CANTON DE NORTH FRONTENAC,10041,46618,Mainland,Terre ferme,1042,TOWNSHIP OF,CANTON DE,NORTH FRONTENAC,NORTH FRONTENAC,,COUNTY OF FRONTENAC,COMTÉ DE FRONTENAC,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5873,0,0
319586181,Single Tier Municipality,Municipalités à palier unique,MUNICIPALITY OF POWASSAN,MUNICIPALITÉ DE POWASSAN,49058,86405,Mainland,Terre ferme,4959,MUNICIPALITY OF,MUNICIPALITÉ DE,POWASSAN,POWASSAN,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5889,0,0
319586000,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF ATHENS,CANTON D'ATHENS,7040,56619,Mainland,Terre ferme,819,TOWNSHIP OF,CANTON DE,ATHENS,ATHENS,,UNITED COUNTIES OF LEEDS AND GRENVILLE,COMTÉS UNIS DE LEEDS AND GRENVILLE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5905,0,0
319585717,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF PERTH EAST,CANTON DE PERTH EAST,31002,65612,Mainland,Terre ferme,3110,TOWNSHIP OF,CANTON DE,PERTH EAST,PERTH EAST,,COUNTY OF PERTH,COMTÉ DE PERTH,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5921,0,0
319585792,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF COCKBURN ISLAND,CANTON DE COCKBURN ISLAND,51034,83606,Islands,Îles,5134,TOWNSHIP OF,CANTON DE,COCKBURN ISLAND,COCKBURN ISLAND,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5937,0,0
319585787,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF HURON-KINLOSS,CANTON DE HURON-KINLOSS,41010,41624,Water,Eau,4107,TOWNSHIP OF,CANTON DE,HURON-KINLOSS,HURON-KINLOSS,,COUNTY OF BRUCE,COMTÉ DE BRUCE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5953,0,0
319585974,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF CHAPLEAU,CANTON DE CHAPLEAU,52092,88606,Mainland,Terre ferme,5292,TOWNSHIP OF,CANTON DE,CHAPLEAU,CHAPLEAU,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5969,0,0
319586295,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF TEHKUMMAH,CANTON DE TEHKUMMAH,51001,83611,Islands,Îles,5101,TOWNSHIP OF,CANTON DE,TEHKUMMAH,TEHKUMMAH,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,5985,0,0
319585832,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF JAMES,CANTON DE JAMES,54042,90614,Mainland,Terre ferme,5442,TOWNSHIP OF,CANTON DE,JAMES,JAMES,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6001,0,0
319586139,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF TERRACE BAY,CANTON DE TERRACE BAY,58054,89613,Islands,Îles,5854,TOWNSHIP OF,CANTON DE,TERRACE BAY,TERRACE BAY,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6017,0,0
319586247,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF GEORGINA,VILLE DE GEORGINA,19070,27408,Mainland,Terre ferme,1970,TOWN OF,VILLE DE,GEORGINA,GEORGINA,,REGIONAL MUNICIPALITY OF YORK,MUNICIPALITÉ RÉGIONALE DE YORK,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6033,0,0
319585930,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF BRIGHTON,MUNICIPALITÉ DE BRIGHTON,14005,61407,Water,Eau,1408,MUNICIPALITY OF,MUNICIPALITÉ DE,BRIGHTON,BRIGHTON,,COUNTY OF NORTHUMBERLAND,COMTÉ DE NORTHUMBERLAND,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6049,0,0
319585799,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF HANOVER,VILLE DE HANOVER,42029,47402,Mainland,Terre ferme,4229,TOWN OF,VILLE DE,HANOVER,HANOVER,,COUNTY OF GREY,COMTÉ DE GREY,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6065,0,0
319586199,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF AYLMER,VILLE D'AYLMER,34011,44401,Mainland,Terre ferme,3411,TOWN OF,VILLE DE,AYLMER,AYLMER,,COUNTY OF ELGIN,COMTÉ D'ELGIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6081,0,0
319586230,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF SOUTH STORMONT,CANTON DE SOUTH STORMONT,1009,71618,Water,Eau,406,TOWNSHIP OF,CANTON DE,SOUTH STORMONT,SOUTH STORMONT,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY","COMTÉS UNIS DE STORMONT, DUNDAS AND GLENGARRY",2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6097,0,0
319586026,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF LAIRD,CANTON DE LAIRD,57011,80606,Mainland,Terre ferme,5711,TOWNSHIP OF,CANTON DE,LAIRD,LAIRD,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6113,0,0
319585999,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF MCNAB/BRAESIDE,CANTON DE MCNAB / BRAESIDE,47003,69628,Islands,Îles,4701,TOWNSHIP OF,CANTON DE,MCNAB/BRAESIDE,MCNAB / BRAESIDE,,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6129,0,0
319586055,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF MCDOUGALL,CANTON DE MCDOUGALL,49031,86612,Mainland,Terre ferme,4931,TOWNSHIP OF,CANTON DE,MCDOUGALL,MCDOUGALL,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6145,0,0
319586125,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF MINDEN HILLS,CANTON DE MINDEN HILLS,46011,49611,Mainland,Terre ferme,4616,TOWNSHIP OF,CANTON DE,MINDEN HILLS,MINDEN HILLS,,COUNTY OF HALIBURTON,COMTÉ DE HALIBURTON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6161,0,0
319585779,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF LOYALIST,CANTON DE LOYALIST,11002,57612,Water,Eau,1104,TOWNSHIP OF,CANTON DE,LOYALIST,LOYALIST,,COUNTY OF LENNOX AND ADDINGTON,COMTÉ DE LENNOX AND ADDINGTON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6177,0,0
319585866,Single Tier Municipality,Municipalités à palier unique,TOWN OF PARRY SOUND,VILLE DE PARRY SOUND,49032,86402,Mainland,Terre ferme,4932,TOWN OF,VILLE DE,PARRY SOUND,PARRY SOUND,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6193,0,0
319585679,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF WAINFLEET,CANTON DE WAINFLEET,26014,18601,Water,Eau,2714,TOWNSHIP OF,CANTON DE,WAINFLEET,WAINFLEET,,REGIONAL MUNICIPALITY OF NIAGARA,MUNICIPALITÉ RÉGIONALE DE NIAGARA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6209,0,0
319585795,Single Tier Municipality,Municipalités à palier unique,CITY OF ORILLIA,CITÉ D'ORILLIA,43052,70102,Water,Eau,4352,CITY OF,CITÉ DE,ORILLIA,ORILLIA,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6225,0,0
319586253,Single Tier Municipality,Municipalités à palier unique,CITY OF CORNWALL,CITÉ DE CORNWALL,1012,71101,Water,Eau,402,CITY OF,CITÉ DE,CORNWALL,CORNWALL,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6241,0,0
319586254,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF MADAWASKA VALLEY,CANTON DE MADAWASKA VALLEY,47023,69634,Mainland,Terre ferme,4726,TOWNSHIP OF,CANTON DE,MADAWASKA VALLEY,MADAWASKA VALLEY,,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6257,0,0
319586166,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF SABLES-SPANISH RIVERS,CANTON DE SABLES-SPANISH RIVERS,52019,88621,Mainland,Terre ferme,5218,TOWNSHIP OF,CANTON DE,SABLES-SPANISH RIVERS,SABLES-SPANISH RIVERS,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6273,0,0
319585810,Single Tier Municipality,Municipalités à palier unique,NORFOLK COUNTY,NORFOLK COUNTY,28030,12103,Mainland,Terre ferme,3310,,,NORFOLK COUNTY,NORFOLK COUNTY,,,,2024/02/15 10:45:27+00,2024/02/15 19:24:59+00,6289,0,0
319585637,Lower Tier Municipality,Municipalités de palier inférieur,"TOWNSHIP OF HEAD, CLARA AND MARIA","CANTON DE HEAD, CLARA AND MARIA",47098,69612,Islands,Îles,4798,TOWNSHIP OF,CANTON DE,"HEAD, CLARA AND MARIA","HEAD, CLARA AND MARIA",,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6305,0,0
319586164,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF ALBERTON,CANTON D'ALBERTON,59011,87601,Mainland,Terre ferme,5911,TOWNSHIP OF,CANTON DE,ALBERTON,ALBERTON,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6321,0,0
319585705,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF IGNACE,CANTON D'IGNACE,60001,82601,Mainland,Terre ferme,6001,TOWNSHIP OF,CANTON DE,IGNACE,IGNACE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6337,0,0
319585901,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF SOUTH HURON,MUNICIPALITÉ DE SOUTH HURON,40003,52407,Water,Eau,4010,MUNICIPALITY OF,MUNICIPALITÉ DE,SOUTH HURON,SOUTH HURON,,COUNTY OF HURON,COMTÉ DE HURON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6353,0,0
319586266,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF BROCK,CANTON DE BROCK,18039,10601,Islands,Îles,1839,TOWNSHIP OF,CANTON DE,BROCK,BROCK,,REGIONAL MUNICIPALITY OF DURHAM,REGIONAL MUNICIPALITÉ DE DURHAM,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6369,0,0
319585774,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF NORWICH,CANTON DE NORWICH,32002,37603,Mainland,Terre ferme,3202,TOWNSHIP OF,CANTON DE,NORWICH,NORWICH,,COUNTY OF OXFORD,COMTÉ D'OXFORD,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6385,0,0
319585957,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF SOUTH GLENGARRY,CANTON DE SOUTH GLENGARRY,1002,71616,Water,Eau,101,TOWNSHIP OF,CANTON DE,SOUTH GLENGARRY,SOUTH GLENGARRY,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY","COMTÉS UNIS DE STORMONT, DUNDAS AND GLENGARRY",2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6401,0,0
319585868,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF MACHIN,CANTON DE MACHIN,60021,82603,Mainland,Terre ferme,6021,TOWNSHIP OF,CANTON DE,MACHIN,MACHIN,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6417,0,0
319586246,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF THE BLUE MOUNTAINS,VILLE DE THE BLUE MOUNTAINS,42041,47405,Water,Eau,4242,TOWN OF,VILLE DE,THE BLUE MOUNTAINS,THE BLUE MOUNTAINS,,COUNTY OF GREY,COMTÉ DE GREY,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6433,0,0
319585909,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF MCNAB/BRAESIDE,CANTON DE MCNAB / BRAESIDE,47003,69628,Water,Eau,4701,TOWNSHIP OF,CANTON DE,MCNAB/BRAESIDE,MCNAB / BRAESIDE,,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6449,0,0
319585923,Single Tier Municipality,Municipalités à palier unique,TOWN OF SPANISH,VILLE DE SPANISH,57039,80618,Mainland,Terre ferme,5739,TOWN OF,VILLE DE,SPANISH,SPANISH,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6465,0,0
319585975,Single Tier Municipality,Municipalités à palier unique,MUNICIPALITY OF HURON SHORES,MUNICIPALITÉ DE HURON SHORES,57023,80620,Islands,Îles,5724,MUNICIPALITY OF,MUNICIPALITÉ DE,HURON SHORES,HURON SHORES,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6481,0,0
319585972,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF WHITE RIVER,CANTON DE WHITE RIVER,57091,80617,Mainland,Terre ferme,5791,TOWNSHIP OF,CANTON DE,WHITE RIVER,WHITE RIVER,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6497,0,0
319585855,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF GAUTHIER,CANTON DE GAUTHIER,54066,90618,Mainland,Terre ferme,5466,TOWNSHIP OF,CANTON DE,GAUTHIER,GAUTHIER,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6513,0,0
319585946,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF MIDLAND,VILLE DE MIDLAND,43074,70404,Mainland,Terre ferme,4374,TOWN OF,VILLE DE,MIDLAND,MIDLAND,,COUNTY OF SIMCOE,COMTÉ DE SIMCOE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6529,0,0
319585755,Single Tier Municipality,Municipalités à palier unique,TOWN OF THESSALON,VILLE DE THESSALON,57028,80403,Mainland,Terre ferme,5728,TOWN OF,VILLE DE,THESSALON,THESSALON,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6545,0,0
319585720,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF GODERICH,VILLE DE GODERICH,40028,52403,Mainland,Terre ferme,4028,TOWN OF,VILLE DE,GODERICH,GODERICH,,COUNTY OF HURON,COMTÉ DE HURON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6561,0,0
319585880,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF NIPISSING,CANTON DE NIPISSING,49071,86615,Mainland,Terre ferme,4971,TOWNSHIP OF,CANTON DE,NIPISSING,NIPISSING,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6577,0,0
319585967,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF JOLY,CANTON DE JOLY,49051,86610,Mainland,Terre ferme,4951,TOWNSHIP OF,CANTON DE,JOLY,JOLY,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6593,0,0
319585628,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF OPASATIKA,CANTON D'OPASATIKA,56073,81613,Mainland,Terre ferme,5673,TOWNSHIP OF,CANTON DE,OPASATIKA,OPASATIKA,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6609,0,0
319585698,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF ASSIGINACK,CANTON D'ASSIGINACK,51011,83601,Mainland,Terre ferme,5111,TOWNSHIP OF,CANTON DE,ASSIGINACK,ASSIGINACK,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6625,0,0
319585818,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF GEORGIAN BAY,CANTON DE GEORGIAN BAY,44065,33601,Mainland,Terre ferme,4465,TOWNSHIP OF,CANTON DE,GEORGIAN BAY,GEORGIAN BAY,,DISTRICT MUNICIPALITY OF MUSKOKA,DISTRICT MUNICIPALITÉ DE MUSKOKA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6641,0,0
319586093,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF EVANTUREL,CANTON D'EVANTUREL,54049,90609,Mainland,Terre ferme,5449,TOWNSHIP OF,CANTON DE,EVANTUREL,EVANTUREL,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6657,0,0
319586051,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF RUSSELL,CANTON DE RUSSELL,2048,67611,Mainland,Terre ferme,306,TOWNSHIP OF,CANTON DE,RUSSELL,RUSSELL,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,COMTÉS UNIS DE PRESCOTT AND RUSSELL,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6673,0,0
319585646,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF MELANCTHON,CANTON DE MELANCTHON,22019,43604,Mainland,Terre ferme,2219,TOWNSHIP OF,CANTON DE,MELANCTHON,MELANCTHON,,COUNTY OF DUFFERIN,COMTÉ DE DUFFERIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,6689,0,0
